"","proteinId","cont","cont.1","cont.2","lowN","lowN.1","lowN.2","salt","salt.1","salt.2","lowFE","lowFE.1","lowFE.2","dsmoduleColors","MEblue","MEbrown","MEgrey","MEturquoise","ecNum","definition","pathway","gotermID","gotermType","goAcc","kogID","kogdefine","kogClass","iprId","iprDesc","...15","Feature","Record.Id","Function","GeneID"
"11","101304",734.540302341411,744.701027222835,648.382204456687,738.629351877001,747.100245126889,1011.9789577161,232.825241884692,193.006311651813,311.091283390991,925.908703558279,774.886070792859,481.694868334079,"blue",0.78909136161167,-0.0702466039950708,-0.102437622653818,-0.870842925181498,NA,NA,NA,NA,NA,NA,"KOG1947","Leucine rich repeat proteins, some proteins contain F-box","General function prediction only",NA,NA,4474,"RDEBS07666","RDEBS07666","DNA repair protein RAD7","jgi.p|Debsub1|101304"
"12","101481",172.735311347669,162.616685675759,235.272545317945,243.328841392423,257.601505612188,224.341252698258,440.480187349418,820.276824520206,587.264157421768,292.339709205362,309.857141930352,274.677157624464,"turquoise",-0.793597057169692,0.0350475230555166,0.271789985518844,0.773515516972264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4379,"RDEBS08183","RDEBS08183","DASH complex subunit, Hsk3 type protein","jgi.p|Debsub1|101481"
"13","101544",1363.61240977343,1410.17854091133,1133.39251487704,1402.13258605634,1282.41964290666,974.662788950453,314.628705249584,412.331665801601,304.742481689134,956.838843440075,946.596543479537,681.643681604828,"blue",0.944771491466428,-0.337834840474686,-0.400470960734069,-0.900713341226232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4276,"RDEBS08737","RDEBS08737","Hypothetical protein","jgi.p|Debsub1|101544"
"14","101685",355.020892313118,357.75670848667,279.093652312065,321.779123589981,290.570028022425,302.083270960031,69.2183151549085,92.1166487429109,130.150434888067,303.31492013116,333.692306694225,201.968498253282,"turquoise",0.934464129725439,-0.157177768728636,-0.185249315947834,-0.943533015384897,NA,NA,NA,NA,NA,NA,"KOG2316","Predicted ATPase (PP-loop superfamily)","General function prediction only",NA,NA,4319,"RDEBS08939","RDEBS08939",NA,"jgi.p|Debsub1|101685"
"15","101903",543.534909985815,546.225277526267,819.83760366669,729.98652417727,676.134103667566,583.287257015472,4190.85435392446,3368.83743974074,3018.85520923298,675.474345160512,571.557522399001,1546.06885412888,"turquoise",-0.85431934866676,0.0404431929662393,0.110679269438507,0.976378872143531,"3.5.1.-","In linear amides.","Nicotinate and nicotinamide metabolism","4924, 10005, 2805, 6078, 6380, 11049, 11050, 19211, 19212, 19328, 21832","nitrogen compound metabolic process, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, histone deacetylase activity, protein N-terminal asparagine amidohydrolase activity, UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity, iprodione amidohydrolase activity, (3,5-dichlorophenylurea)acetate amidohydrolase activity, N2-acetyl-L-lysine deacetylase activity, O-succinylbenzoate synthase activity, indoleacetamide hydrolase activity, N-acetylgalactosamine-6-phosphate deacetylase activity","GO:0006807, GO:0016810, GO:0004407, GO:0008418, GO:0008759, GO:0018748, GO:0018749, GO:0043747, GO:0043748, GO:0043864, GO:0047419","KOG0806","Carbon-nitrogen hydrolase","Amino acid transport and metabolism",NA,NA,4253,"RDEBS08799","RDEBS08799","Protein N-terminal amidase (EC 3.5.1.-)","jgi.p|Debsub1|101903"
"16","101958",221.732346778018,203.479340025052,290.155290970775,221.389355693106,188.311729699148,253.216859481203,2504.44449378669,1816.01393236024,2256.99900501015,255.423090636767,233.487328299166,332.23817962665,"turquoise",-0.782535547821626,-0.082649185410924,0.204208571688866,0.989471057766002,NA,NA,NA,NA,NA,NA,"KOG3292","Predicted membrane protein","Function unknown",NA,NA,4411,"RDEBS08394","RDEBS08394","Hypothetical protein","jgi.p|Debsub1|101958"
"17","101969",615.369546676072,547.059209247681,527.129626851598,614.970432480851,540.907282934052,550.413489293351,257.995538304659,232.484875398775,301.568080838205,462.95435177914,541.398742493692,408.986208962897,"turquoise",0.925615832143997,-0.244246736085543,-0.270733001005441,-0.913843860005247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4146,"RDEBS09392","RDEBS09392","Hypothetical protein","jgi.p|Debsub1|101969"
"18","101974",429.346903686274,473.673217763236,408.429735090827,693.420714678408,573.317016828861,598.391420563473,188.77722314975,157.914254987847,212.684857012208,358.190974760153,554.045972776564,286.795267519661,"blue",0.780158322188903,-0.296149469608726,-0.27660762703549,-0.795402645706399,NA,NA,NA,"3043, 3736, 4602, 3045, 3046, 3047, 3048, 3049, 3050, 3051, 3057, 3061, 3062, 3063, 3065, 3067, 3068, 3070, 3071, 3072, 3074, 3076, 3077, 3084, 6004, 6005, 6015, 6196, 10102, 10103, 11472, 12154, 17037","protein kinase activity, ATP binding, protein amino acid phosphorylation, protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase activity, 3-phosphoinositide-dependent protein kinase activity, DNA-dependent protein kinase activity, AMP-activated protein kinase activity, casein kinase activity, casein kinase I activity, cyclic nucleotide-dependent protein kinase activity, eukaryotic translation initiation factor 2alpha kinase activity, galactosyltransferase-associated kinase activity, glycogen synthase kinase 3 activity, calcium-dependent protein kinase C activity, atypical protein kinase C activity, receptor signaling protein serine/threonine kinase activity, NF-kappaB-inducing kinase activity, JUN kinase activity, JUN kinase kinase kinase activity, MAP kinase kinase activity, MAP/ERK kinase kinase activity, ribosomal protein S6 kinase activity, Janus kinase activity, MAP kinase 1 activity, MP kinase activity, MAP kinase kinase kinase kinase activity, JUN kinase kinase activity, MAP kinase 2 activity, SAP kinase activity, transmembrane receptor protein kinase activity, cyclin-dependent protein kinase activating kinase activity, GTP-dependent protein kinase activity","GO:0004672, GO:0005524, GO:0006468, GO:0004674, GO:0004675, GO:0004676, GO:0004677, GO:0004679, GO:0004680, GO:0004681, GO:0004690, GO:0004694, GO:0004695, GO:0004696, GO:0004698, GO:0004700, GO:0004702, GO:0004704, GO:0004705, GO:0004706, GO:0004708, GO:0004710, GO:0004711, GO:0004718, GO:0008338, GO:0008339, GO:0008349, GO:0008545, GO:0016908, GO:0016909, GO:0019199, GO:0019912, GO:0034211","KOG0032","Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily","Signal transduction mechanisms",NA,NA,4271,"RDEBS09211","RDEBS09211","Probable serine/threonine-protein kinase YKL171W (EC 2.7.1.-)","jgi.p|Debsub1|101974"
"19","102128",7.88935316251374,7.50538549272734,11.0616386587099,18.6153211994204,11.1757703085548,11.1060026088247,0,0,0,5.98647868679922,12.6472302828715,2.01968498253282,"blue",0.738606055582123,-0.321399491932752,-0.335006945755337,-0.776912968589095,NA,NA,NA,"3425, 3827, 17205","Rho guanyl-nucleotide exchange factor activity, intracellular, regulation of Rho protein signal transduction","GO:0005089, GO:0005622, GO:0035023","KOG3519","Invasion-inducing protein TIAM1/CDC24 and related RhoGEF GTPases","Signal transduction mechanisms",NA,NA,4213,"RDEBS09534","RDEBS09534",NA,"jgi.p|Debsub1|102128"
"20","102199",342.148789784807,349.417391272528,193.578676527423,308.482465590395,253.689986004194,268.321023029204,6.29257410499168,57.0245920789448,38.0928102111417,130.704784661783,228.6230089596,85.836611757645,"blue",0.972436695126077,-0.449718492118904,-0.400409780130715,-0.84474544295524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4168,"RDEBS09782","RDEBS09782","Hypothetical protein","jgi.p|Debsub1|102199"
"21","102216",2762.10406510744,2519.30773039214,2840.71389708484,160.88956179499,111.19891457012,116.835147444836,100.681185679867,122.822198323881,50.7904136148556,121.725066631584,119.662255753323,208.027553200881,"blue",0.611993706700537,-0.4114655285578,-0.413879644914127,-0.395052266753318,"2.8.1.6","Biotin synthase.","Biotin metabolism","2518, 6710, 2290, 24783","biotin synthase activity, biotin biosynthetic process, catalytic activity, iron-sulfur cluster binding","GO:0004076, GO:0009102, GO:0003824, GO:0051536","KOG2900","Biotin synthase","Coenzyme transport and metabolism",NA,NA,4160,"RDEBS09828","RDEBS09828","Biotin synthase (EC 2.8.1.6)","jgi.p|Debsub1|102216"
"22","102242",280.694880939963,251.847379867073,364.183180455987,381.614084588117,379.417401975436,291.865748559912,729.938596179035,614.110991619406,606.310562527339,392.114353985349,394.4962984388,774.549190801338,"blue",-0.92908603221917,0.555964337372954,0.29918569224883,0.775816765113816,NA,NA,NA,"576, 3838, 5143, 5160","chromosome, pericentric region, nucleus, cell cycle, mitosis","GO:0000775, GO:0005634, GO:0007049, GO:0007067",NA,NA,NA,NA,NA,4000,"RDEBS10216","RDEBS10216","Centromere protein mis12","jgi.p|Debsub1|102242"
"23","102248",1454.96281481306,1380.99093066183,1865.16245691477,1174.09490136344,1372.38459389053,1074.61681242988,6393.25529067155,3636.41437180348,6872.57784226015,2058.35092181113,1545.39425418011,3953.533353308,"turquoise",-0.842468240792975,0.227016581246112,0.437178921036895,0.95281330517337,NA,NA,NA,"3935, 6212, 8400, 3936, 4994, 8790","mitochondrial inner membrane, protein transporter activity, protein transport, mitochondrial inner membrane presequence translocase complex, intracellular protein transport, P-P-bond-hydrolysis-driven protein transmembrane transporter activity","GO:0005743, GO:0008565, GO:0015031, GO:0005744, GO:0006886, GO:0015450","KOG3324","Mitochondrial import inner membrane translocase, subunit TIM23","Intracellular trafficking, secretion, and vesicular transport",NA,NA,4062,"RDEBS10413","RDEBS10413","Mitochondrial import inner membrane translocase subunit TIM23","jgi.p|Debsub1|102248"
"24","102313",1376.06928318792,1494.40564477415,1663.50027521368,2114.83345483415,1908.26278018573,1948.4370976922,453.065335559401,921.166487429109,565.043351465269,1377.88784441162,1620.79120394338,1620.79719848259,"turquoise",0.663324540474957,-0.0261149978940301,-0.262040055342191,-0.893989067407789,"2.4.1.11","Glycogen (starch) synthase.","Starch and sucrose metabolism","2779, 4146","glycogen (starch) synthase activity, glycogen biosynthetic process","GO:0004373, GO:0005978","KOG3742","Glycogen synthase","Carbohydrate transport and metabolism",NA,NA,3916,"RDEBS10815","RDEBS10815","Glycogen [starch] synthase (EC 2.4.1.11)","jgi.p|Debsub1|102313"
"25","102350",4.15229113816513,2.50179516424245,2.12723820359806,7.97799479975158,1.67636554628322,3.10968073047091,0,21.9325354149788,22.2208059564993,10.9752109257986,5.35075127352256,2.01968498253282,"turquoise",-0.478066384435385,0.00333668982576491,0.585112944853063,0.468864786439392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3895,"RDEBS10889","RDEBS10889",NA,"jgi.p|Debsub1|102350"
"26","102697",675.16253906565,647.964947538793,1010.01269906836,869.601433172923,828.124579863911,780.529863348198,4486.60533685907,3140.73907142496,5133.00617595134,783.230961522898,575.448977870654,1510.72436693455,"turquoise",-0.803344395625316,-0.0131860377336879,0.35475004568985,0.986917153422389,NA,NA,NA,"3052","protein kinase CK2 activity","GO:0004682","KOG0255","Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)","General function prediction only",NA,NA,3792,"RDEBS11927","RDEBS11927","Transporter, MFS superfamily","jgi.p|Debsub1|102697"
"27","102731",633.639627683998,592.92545392546,716.879274612545,584.388119081804,609.638270331664,517.983961675583,2699.51429104143,1846.71948194121,1914.16371310987,944.865886066477,776.345366594728,1680.37790546731,"turquoise",-0.895351402410151,0.295065050233162,0.205910054722559,0.939999758340057,NA,NA,NA,NA,NA,NA,"KOG4756","Mitochondrial ribosomal protein L27","Translation, ribosomal structure and biogenesis",NA,NA,3678,"RDEBS12129","RDEBS12129","LSU ribosomal protein MRPL27","jgi.p|Debsub1|102731"
"28","102788",231.282616395798,197.641817975153,93.5984809583144,114.351258796439,98.3467787152823,151.485875584369,31.4628705249584,39.4785637469618,73.0112195713549,120.727320183784,121.607983489149,34.334644703058,"blue",0.915941516905803,-0.429031564929945,-0.207707373406981,-0.671275331192118,NA,NA,NA,"3708","binding","GO:0005488","KOG4524","Uncharacterized conserved protein","Function unknown",NA,NA,3653,"RDEBS12172","RDEBS12172","3-beta-hydroxysteroid-delta(8),delta(7)-isomerase (EC 5.3.3.5)","jgi.p|Debsub1|102788"
"29","102920",2326.1134956001,2424.23951415093,3306.57906367282,2723.15555831521,2844.2335435272,2651.22494277863,17971.5916438562,7343.01285693489,18475.0129524037,3447.21397714855,3033.87597208729,6582.15335807447,"turquoise",-0.769775036489797,0.0733116214354732,0.38149187044277,0.96110598011122,NA,NA,NA,"3737, 5344, 2378, 3727, 4994, 5019, 5250, 3827, 8400","GTP binding, small GTPase mediated signal transduction, GTPase activity, protein binding, intracellular protein transport, nucleocytoplasmic transport, signal transduction, intracellular, protein transport","GO:0005525, GO:0007264, GO:0003924, GO:0005515, GO:0006886, GO:0006913, GO:0007165, GO:0005622, GO:0015031","KOG0084","GTPase Rab1/YPT1, small G protein superfamily, and related GTP-binding proteins","Signal transduction mechanisms , Intracellular trafficking, secretion, and vesicular transport",NA,NA,3595,"RDEBS12502","RDEBS12502","GTPase (EC 3.6.1.-)","jgi.p|Debsub1|102920"
"30","102921",971.63612633064,980.703704383039,1516.29539152469,1347.61628825804,1288.56631657637,1188.34227914424,9665.39382526722,6667.49076615355,8631.19591367452,1301.06136793103,1187.38035078805,2236.8011181551,"turquoise",-0.809763654897647,-0.035465415041183,0.22196206638433,0.996910203886306,NA,NA,NA,"9321","integral to membrane","GO:0016021","KOG4561","Uncharacterized conserved protein, contains TBC domain","General function prediction only , Signal transduction mechanisms",NA,NA,3591,"RDEBS12524","RDEBS12524","Hypothetical membrane spanning protein","jgi.p|Debsub1|102921"
"31","103015",490.385583417302,466.167832270509,679.439882229219,357.680100188863,438.648984610776,361.167204838978,2353.42271526689,2219.57258399585,1955.43092417194,631.573501457318,461.137473390854,756.372025958543,"turquoise",-0.828319596795306,-0.0104588864937132,0.143813440504695,0.965190215507841,NA,NA,NA,"2227, 3827, 4025, 4556","structural constituent of ribosome, intracellular, ribosome, translation","GO:0003735, GO:0005622, GO:0005840, GO:0006412",NA,NA,NA,NA,NA,3522,"RDEBS13051","RDEBS13051","SSU ribosomal protein S8P","jgi.p|Debsub1|103015"
"32","103097",2696.91309423825,2611.0402197477,3623.96300364965,3020.33586460595,3401.90448192408,3556.58627545001,46074.2275967491,16129.1865441754,33242.325710923,4192.53057365505,3380.70194099835,6852.79114573387,"turquoise",-0.729710994440462,-0.0291641451012553,0.176052706016,0.963785090594711,NA,NA,NA,"9292, 9691, 21355, 21380","ATP synthesis coupled proton transport, proton-transporting two-sector ATPase complex, hydrogen ion transporting ATP synthase activity, rotational mechanism, hydrogen ion transporting ATPase activity, rotational mechanism","GO:0015986, GO:0016469, GO:0046933, GO:0046961",NA,NA,NA,NA,NA,3556,"RDEBS13295","RDEBS13295","ATP synthase J chain (EC 3.6.3.14)","jgi.p|Debsub1|103097"
"33","103121",75.9869278284218,89.2306941913139,51.0537168863533,45.8734700985716,51.4085434193521,48.8664114788286,25.1702964199667,35.092056663966,38.0928102111417,49.8873223899935,63.7225833483142,31.3051172292588,"blue",0.879668292292338,-0.366718722073361,-0.239294572259773,-0.677060675403124,NA,NA,NA,"2175, 3827, 5939","nucleic acid binding, intracellular, zinc ion binding","GO:0003676, GO:0005622, GO:0008270","KOG4727","U1-like Zn-finger protein","General function prediction only",NA,NA,3485,"RDEBS13190","RDEBS13190","U4/U6.U5 snRNP protein","jgi.p|Debsub1|103121"
"34","103195",1060.07992757356,1099.12200882385,1052.1320154996,1225.95186756183,1538.903571488,1869.80659922172,5235.42165535308,2636.29075688045,6790.04342013601,1679.20727164718,1565.82439540629,1431.95665261577,"turquoise",-0.691514751502744,-0.0390385958406229,0.481537075404318,0.917493624787354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452,"RDEBS13420","RDEBS13420",NA,"jgi.p|Debsub1|103195"
"35","103215",364.155932817082,366.929957422225,153.16115065906,164.213726294887,169.312920174605,154.151316210486,113.26633388985,70.1841133279321,139.673637440853,161.634924543579,161.981834007547,64.6299194410504,"blue",0.83086285236764,-0.475918170494224,-0.259269772297208,-0.480751988407309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3465,"RDEBS13373","RDEBS13373","Hypothetical protein","jgi.p|Debsub1|103215"
"36","103275",280.279651826146,291.876102494952,327.169235713381,343.718609289297,333.037955194933,239.001176141907,69.2183151549085,114.04918415789,92.0576246769258,343.224778043155,312.775733534092,236.30314295634,"turquoise",0.763265416141622,0.0142821063572374,-0.183503673914504,-0.941452919801522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3417,"RDEBS13686","RDEBS13686",NA,"jgi.p|Debsub1|103275"
"37","103277",385.332617621724,386.944318736165,366.310418659585,225.378353092982,378.858613460008,328.293437116857,1120.07819068852,829.049838686198,1111.04029782497,555.744771424528,375.039021080536,323.149597205252,"turquoise",-0.732611459216146,-0.0473046248846911,0.308150213880662,0.951959859369401,NA,NA,NA,"2227, 3827, 4025, 4556","structural constituent of ribosome, intracellular, ribosome, translation","GO:0003735, GO:0005622, GO:0005840, GO:0006412","KOG4612","Mitochondrial ribosomal protein L34","Translation, ribosomal structure and biogenesis",NA,NA,3390,"RDEBS13861","RDEBS13861","LSU ribosomal protein L34P","jgi.p|Debsub1|103277"
"38","103304",1577.04017427512,1558.61838732304,2060.01747636436,1773.10934424479,1767.44807429794,1619.69942047099,4083.8805941396,4219.81981384192,3548.98015133804,2562.21287795007,1838.22627842198,4011.09437531019,"blue",-0.953358677818682,0.466365561021446,0.292000188999312,0.833373055196541,"2.7.6.1","Ribose-phosphate pyrophosphokinase.","Purine metabolism","281, 3115, 6762, 19387, 6770","magnesium ion binding, ribose phosphate diphosphokinase activity, ribonucleoside monophosphate biosynthetic process, cellular biosynthetic process, nucleotide biosynthetic process","GO:0000287, GO:0004749, GO:0009156, GO:0044249, GO:0009165","KOG1448","Ribose-phosphate pyrophosphokinase","Amino acid transport and metabolism , Nucleotide transport and metabolism",NA,NA,3380,"RDEBS14283","RDEBS14283","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","jgi.p|Debsub1|103304"
"39","103323",746.997175755906,777.224364357986,1050.43022493672,881.56842537255,850.47612048102,874.708765471031,21684.2103658013,6158.65594452604,18446.4433447454,874.025888272686,931.517153526883,2579.13772269442,"turquoise",-0.706665154578299,-0.0400898714125093,0.253905444827584,0.956930892726217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,"RDEBS15183","RDEBS15183","Succinyl-CoA synthetase, alpha subunit-related enzymes","jgi.p|Debsub1|103323"
"40","103611",187.268330331247,189.302500761012,237.399783521543,213.411360893355,163.725035020328,170.143959967194,1491.34006288303,666.749076615355,1263.41153866953,87.8016874063886,97.772818725276,185.81101839302,"turquoise",-0.695510330450588,-0.13861511942128,0.175469406501775,0.967673159317436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3189,"RDEBS15330","RDEBS15330",NA,"jgi.p|Debsub1|103611"
"41","103641",1399.32211356165,1543.60761633759,1853.67537061535,2327.57998282752,2168.65822837506,2172.77835039046,11842.6244655943,8281.72537269599,12167.4784616088,1973.54247374814,2017.23323011801,4202.96444865081,"turquoise",-0.831855148775721,0.0269666254112659,0.320558844469528,0.995619456754589,NA,NA,NA,NA,NA,NA,"KOG0767","Mitochondrial phosphate carrier protein","Energy production and conversion",NA,NA,3062,"RDEBS16070","RDEBS16070","Mitochondrial phosphate carrier protein","jgi.p|Debsub1|103641"
"42","103654",803.053106121136,811.415564935967,591.372220600259,643.558247179961,623.04919470193,743.213694582547,264.288112409651,214.938847066792,282.521675732634,553.749278528928,637.712265417098,360.513769382109,"blue",0.982903430112069,-0.366248184473804,-0.342806326853597,-0.867147417579879,"5.3.4.1","Protein disulfide isomerase.","\N","2234","protein disulfide isomerase activity","GO:0003756","KOG0191","Thioredoxin/protein disulfide isomerase","Posttranslational modification, protein turnover, chaperones",NA,NA,3049,"RDEBS16141","RDEBS16141","Protein disulfide isomerase (EC 5.3.4.1)","jgi.p|Debsub1|103654"
"43","103705",1173.85270475928,1147.49004866587,964.915249152078,1017.85916986831,980.673844575684,812.07091075726,484.528206084359,390.399130386622,393.625705515131,1294.07714279643,1417.94908748348,799.795253082998,"turquoise",0.765656062417111,0.099122707576027,-0.153385657103036,-0.855108938669006,NA,NA,NA,"2176, 3736, 4429, 5778, 162, 10269","DNA binding, ATP binding, DNA replication initiation, DNA-dependent ATPase activity, nucleotide binding, nucleoside-triphosphatase activity","GO:0003677, GO:0005524, GO:0006270, GO:0008094, GO:0000166, GO:0017111","KOG0482","DNA replication licensing factor, MCM7 component","Replication, recombination and repair",NA,NA,2859,"RDEBS16843","RDEBS16843","DNA replication licensing factor MCM7","jgi.p|Debsub1|103705"
